TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	22/03/14
TIME	13:42:00
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-770, Rev. 1.00
RESOLUTION	
DELTAX	-0.5
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	1100
LASTX	350
NPOINTS	1501
FIRSTY	0.0506353
MAXY	0.267105
MINY	0.050465
XYDATA
942.5	0.0605057
942	0.0605343
941.5	0.0605575
941	0.0606022
940.5	0.0606117
940	0.0606647
939.5	0.0607394
939	0.0607916
938.5	0.0608764
938	0.0609684
937.5	0.061072
937	0.0611616
936.5	0.0612337
936	0.0613102
935.5	0.0613682
935	0.0614424
934.5	0.0614893
934	0.0615267
933.5	0.0615667
933	0.0616208
932.5	0.0616913
932	0.0616961
931.5	0.0617218
931	0.0617832
930.5	0.0618231
930	0.0618766
929.5	0.061951
929	0.0620145
928.5	0.0620993
928	0.0622149
927.5	0.0623306
927	0.0623749
926.5	0.0624839
926	0.0625869
925.5	0.0626371
925	0.0627035
924.5	0.062737
924	0.0627785
923.5	0.0628132
923	0.0628777
922.5	0.0628992
922	0.0629262
921.5	0.0629896
921	0.0630345
920.5	0.0631086
920	0.0632102
919.5	0.0632903
919	0.0633856
918.5	0.0634734
918	0.0635816
917.5	0.0636683
917	0.0637703
916.5	0.0638533
916	0.0638824
915.5	0.0639382
915	0.0640092
914.5	0.0640576
914	0.0641289
913.5	0.0641797
913	0.0642199
912.5	0.0642755
912	0.0643296
911.5	0.0643855
911	0.0644071
910.5	0.0644961
910	0.0645184
909.5	0.0646188
909	0.0647163
908.5	0.0647632
908	0.0648875
907.5	0.0649848
907	0.065089
906.5	0.065172
906	0.0652825
905.5	0.0653365
905	0.0653634
904.5	0.0654577
904	0.0654848
903.5	0.0655529
903	0.0656388
902.5	0.0656788
902	0.0657174
901.5	0.065801
901	0.0658791
900.5	0.0659248
900	0.0660481
899.5	0.0661163
899	0.0662086
898.5	0.0663027
898	0.0663982
897.5	0.0664387
897	0.066513
896.5	0.0666017
896	0.0666521
895.5	0.066745
895	0.0667734
894.5	0.0668803
894	0.0669637
893.5	0.0670942
893	0.0672031
892.5	0.0673406
892	0.0674411
891.5	0.0675104
891	0.067629
890.5	0.067725
890	0.0678744
889.5	0.0679861
889	0.0680864
888.5	0.068163
888	0.0682387
887.5	0.0683073
887	0.0683732
886.5	0.0684071
886	0.0684599
885.5	0.0685217
885	0.0685897
884.5	0.0686938
884	0.068776
883.5	0.0689383
883	0.0690643
882.5	0.0691894
882	0.0692924
881.5	0.0694369
881	0.0695581
880.5	0.069605
880	0.0697222
879.5	0.0698104
879	0.0699261
878.5	0.0700102
878	0.0700492
877.5	0.0701074
877	0.0702407
876.5	0.0703675
876	0.070462
875.5	0.0704923
875	0.0706006
874.5	0.070765
874	0.0709139
873.5	0.0710261
873	0.0710905
872.5	0.0712684
872	0.0714076
871.5	0.0715109
871	0.0716176
870.5	0.0716744
870	0.0717673
869.5	0.0718235
869	0.0719073
868.5	0.0719867
868	0.0720669
867.5	0.0722678
867	0.0723146
866.5	0.0723816
866	0.0724435
865.5	0.072593
865	0.0727428
864.5	0.0728289
864	0.0729935
863.5	0.0730829
863	0.0732319
862.5	0.0733246
862	0.0734745
861.5	0.0735676
861	0.0736883
860.5	0.0737705
860	0.073856
859.5	0.0739587
859	0.0740848
858.5	0.0742999
858	0.0744347
857.5	0.0745253
857	0.0746081
856.5	0.0747187
856	0.074809
855.5	0.0748998
855	0.0750368
854.5	0.0751325
854	0.075271
853.5	0.0754104
853	0.0756229
852.5	0.0758086
852	0.075914
851.5	0.0760788
851	0.0761383
850.5	0.0762685
850	0.0763954
849.5	0.0765046
849	0.0765438
848.5	0.0766523
848	0.0768064
847.5	0.0769658
847	0.0770925
846.5	0.0772169
846	0.0773004
845.5	0.0775281
845	0.0776906
844.5	0.0777711
844	0.0778894
843.5	0.077945
843	0.0780871
842.5	0.0781723
842	0.0784069
841.5	0.0784897
841	0.0786056
840.5	0.0787935
840	0.0789119
839.5	0.0790949
839	0.0793161
838.5	0.0795165
838	0.0795668
837.5	0.0797059
837	0.0798829
836.5	0.0799746
836	0.0800908
835.5	0.0801946
835	0.0802125
834.5	0.0803417
834	0.0805348
833.5	0.0806942
833	0.0807582
832.5	0.0809696
832	0.0812313
831.5	0.0813362
831	0.0815558
830.5	0.081756
830	0.0818569
829.5	0.0819373
829	0.0820664
828.5	0.0822016
828	0.0822625
827.5	0.0824631
827	0.0825669
826.5	0.0826485
826	0.0828466
825.5	0.0830405
825	0.0832585
824.5	0.0834255
824	0.0836044
823.5	0.0838022
823	0.0839805
822.5	0.0841153
822	0.084257
821.5	0.0843478
821	0.0845511
820.5	0.0846271
820	0.0847633
819.5	0.0848974
819	0.0851207
818.5	0.0853422
818	0.085472
817.5	0.0856257
817	0.0857597
816.5	0.0859997
816	0.0861839
815.5	0.0862765
815	0.0864626
814.5	0.0866736
814	0.086829
813.5	0.0870838
813	0.0872465
812.5	0.0874711
812	0.0876851
811.5	0.087923
811	0.0881191
810.5	0.0882482
810	0.088564
809.5	0.0887764
809	0.0889988
808.5	0.0891759
808	0.0893022
807.5	0.089512
807	0.089649
806.5	0.0898104
806	0.0899107
805.5	0.0901404
805	0.0904084
804.5	0.0905192
804	0.0907602
803.5	0.091009
803	0.0911985
802.5	0.0914728
802	0.0917017
801.5	0.0919171
801	0.0920632
800.5	0.0923373
800	0.0925137
799.5	0.0926394
799	0.0928866
798.5	0.093136
798	0.0933354
797.5	0.093526
797	0.0937247
796.5	0.0939959
796	0.0943155
795.5	0.0946085
795	0.0948506
794.5	0.0949838
794	0.0951752
793.5	0.0953697
793	0.095552
792.5	0.0957318
792	0.0958497
791.5	0.0960473
791	0.0962135
790.5	0.0965036
790	0.0967525
789.5	0.0969272
789	0.0972086
788.5	0.0973202
788	0.0975314
787.5	0.0977709
787	0.0979585
786.5	0.0981066
786	0.0983511
785.5	0.0986175
785	0.0988447
784.5	0.0991476
784	0.099395
783.5	0.0995672
783	0.0998014
782.5	0.100033
782	0.100209
781.5	0.100444
781	0.100693
780.5	0.100941
780	0.101205
779.5	0.101443
779	0.101737
778.5	0.102
778	0.10235
777.5	0.102529
777	0.102815
776.5	0.10307
776	0.103335
775.5	0.103664
775	0.103881
774.5	0.104206
774	0.104396
773.5	0.104738
773	0.104944
772.5	0.105176
772	0.105466
771.5	0.105711
771	0.105955
770.5	0.106221
770	0.106576
769.5	0.106926
769	0.107252
768.5	0.107594
768	0.107889
767.5	0.108179
767	0.108464
766.5	0.108729
766	0.108987
765.5	0.109209
765	0.10946
764.5	0.109764
764	0.109987
763.5	0.11033
763	0.110712
762.5	0.110969
762	0.111289
761.5	0.111547
761	0.111875
760.5	0.11217
760	0.112527
759.5	0.112831
759	0.113232
758.5	0.113618
758	0.113951
757.5	0.114352
757	0.114673
756.5	0.114939
756	0.115289
755.5	0.115619
755	0.115887
754.5	0.116257
754	0.116611
753.5	0.116994
753	0.117371
752.5	0.117803
752	0.118235
751.5	0.118611
751	0.118977
750.5	0.119418
750	0.126321
749.5	0.126571
749	0.126913
748.5	0.127281
748	0.12764
747.5	0.128025
747	0.12841
746.5	0.128793
746	0.129185
745.5	0.129586
745	0.13
744.5	0.130366
744	0.13077
743.5	0.131123
743	0.131558
742.5	0.131972
742	0.132424
741.5	0.132911
741	0.133339
740.5	0.133799
740	0.134341
739.5	0.134843
739	0.135232
738.5	0.135612
738	0.136035
737.5	0.136462
737	0.1369
736.5	0.137309
736	0.137782
735.5	0.138254
735	0.138749
734.5	0.139322
734	0.13981
733.5	0.140281
733	0.14071
732.5	0.141116
732	0.141506
731.5	0.141968
731	0.142444
730.5	0.142931
730	0.143413
729.5	0.143959
729	0.144518
728.5	0.145167
728	0.145689
727.5	0.146235
727	0.146742
726.5	0.147216
726	0.147673
725.5	0.148139
725	0.148657
724.5	0.149107
724	0.149678
723.5	0.150213
723	0.150807
722.5	0.151371
722	0.15202
721.5	0.152596
721	0.153099
720.5	0.153649
720	0.154211
719.5	0.154779
719	0.155333
718.5	0.155924
718	0.15651
717.5	0.157186
717	0.157859
716.5	0.158494
716	0.159087
715.5	0.159642
715	0.160237
714.5	0.160818
714	0.161399
713.5	0.161964
713	0.162551
712.5	0.163203
712	0.163855
711.5	0.164564
711	0.165234
710.5	0.165937
710	0.166535
709.5	0.167154
709	0.167723
708.5	0.168346
708	0.168979
707.5	0.169646
707	0.170322
706.5	0.171033
706	0.171784
705.5	0.17252
705	0.173268
704.5	0.173934
704	0.1746
703.5	0.175255
703	0.175929
702.5	0.176638
702	0.17737
701.5	0.178105
701	0.178858
700.5	0.179636
700	0.180429
699.5	0.181205
699	0.181929
698.5	0.182598
698	0.183292
697.5	0.184029
697	0.184802
696.5	0.185619
696	0.186446
695.5	0.18723
695	0.188081
694.5	0.1889
694	0.189736
693.5	0.19052
693	0.19132
692.5	0.192103
692	0.192907
691.5	0.193736
691	0.194598
690.5	0.19546
690	0.196278
689.5	0.19706
689	0.197867
688.5	0.198643
688	0.199426
687.5	0.200186
687	0.200966
686.5	0.201724
686	0.202625
685.5	0.203499
685	0.204312
684.5	0.20515
684	0.20597
683.5	0.206804
683	0.207563
682.5	0.208379
682	0.20914
681.5	0.210004
681	0.210855
680.5	0.211711
680	0.212546
679.5	0.213421
679	0.214251
678.5	0.215095
678	0.215896
677.5	0.216734
677	0.217569
676.5	0.218414
676	0.219282
675.5	0.220145
675	0.221036
674.5	0.221871
674	0.222674
673.5	0.223445
673	0.224216
672.5	0.224999
672	0.225799
671.5	0.226595
671	0.227437
670.5	0.228298
670	0.229146
669.5	0.229944
669	0.230784
668.5	0.231608
668	0.23238
667.5	0.233159
667	0.233925
666.5	0.23473
666	0.23555
665.5	0.236379
665	0.237131
664.5	0.237844
664	0.23858
663.5	0.239297
663	0.24001
662.5	0.240729
662	0.241452
661.5	0.242209
661	0.243003
660.5	0.243774
660	0.244463
659.5	0.245156
659	0.245823
658.5	0.246459
658	0.247116
657.5	0.247773
657	0.248447
656.5	0.249126
656	0.249825
655.5	0.250491
655	0.251113
654.5	0.251729
654	0.252309
653.5	0.252917
653	0.253497
652.5	0.254097
652	0.25468
651.5	0.255288
651	0.255883
650.5	0.256449
650	0.256989
649.5	0.257446
649	0.257893
648.5	0.258361
648	0.258884
647.5	0.259367
647	0.259857
646.5	0.260347
646	0.260758
645.5	0.261153
645	0.261525
644.5	0.261844
644	0.262228
643.5	0.262601
643	0.262963
642.5	0.263302
642	0.263708
641.5	0.264061
641	0.264369
640.5	0.264683
640	0.264857
639.5	0.265092
639	0.265334
638.5	0.26562
638	0.265852
637.5	0.266061
637	0.266283
636.5	0.266441
636	0.266601
635.5	0.266724
635	0.266806
634.5	0.266858
634	0.266877
633.5	0.266972
633	0.267015
632.5	0.267062
632	0.267105
631.5	0.267086
631	0.267093
630.5	0.267057
630	0.26709
629.5	0.266998
629	0.266944
628.5	0.26689
628	0.266782
627.5	0.266689
627	0.266574
626.5	0.266425
626	0.266241
625.5	0.26608
625	0.265868
624.5	0.265664
624	0.265456
623.5	0.265223
623	0.264932
622.5	0.264663
622	0.264398
621.5	0.264182
621	0.263928
620.5	0.263624
620	0.263155
619.5	0.263006
619	0.262571
618.5	0.26212
618	0.261723
617.5	0.261254
617	0.260866
616.5	0.260428
616	0.259991
615.5	0.25935
615	0.258901
614.5	0.258473
614	0.257919
613.5	0.257414
613	0.256849
612.5	0.256328
612	0.255766
611.5	0.255205
611	0.254653
610.5	0.254064
610	0.253484
609.5	0.252905
609	0.252268
608.5	0.251629
608	0.250982
607.5	0.250301
607	0.249643
606.5	0.24904
606	0.248424
605.5	0.247678
605	0.247015
604.5	0.246244
604	0.245484
603.5	0.244761
603	0.244015
602.5	0.243193
602	0.242366
601.5	0.241702
601	0.240931
600.5	0.240191
600	0.23944
599.5	0.238626
599	0.23783
598.5	0.237027
598	0.236286
597.5	0.235469
597	0.234708
596.5	0.233936
596	0.233118
595.5	0.232351
595	0.231547
594.5	0.230739
594	0.229903
593.5	0.229056
593	0.228216
592.5	0.227378
592	0.226563
591.5	0.225749
591	0.224946
590.5	0.224157
590	0.223357
589.5	0.222549
589	0.221728
588.5	0.220931
588	0.220085
587.5	0.219212
587	0.218391
586.5	0.21752
586	0.216641
585.5	0.215827
585	0.214969
584.5	0.214143
584	0.213377
583.5	0.212606
583	0.211787
582.5	0.210985
582	0.210177
581.5	0.209288
581	0.208486
580.5	0.207687
580	0.206859
579.5	0.206051
579	0.205291
578.5	0.204492
578	0.20374
577.5	0.202957
577	0.202165
576.5	0.201354
576	0.200598
575.5	0.199838
575	0.199042
574.5	0.198257
574	0.197477
573.5	0.196759
573	0.196013
572.5	0.195241
572	0.194447
571.5	0.193675
571	0.192912
570.5	0.1922
570	0.191489
569.5	0.19077
569	0.19008
568.5	0.189386
568	0.18867
567.5	0.187951
567	0.187215
566.5	0.186467
566	0.185721
565.5	0.185014
565	0.184288
564.5	0.183606
564	0.182947
563.5	0.182241
563	0.181597
562.5	0.180945
562	0.180292
561.5	0.179641
561	0.178988
560.5	0.178352
560	0.177713
559.5	0.177161
559	0.176551
558.5	0.175977
558	0.175384
557.5	0.17478
557	0.174181
556.5	0.173596
556	0.173046
555.5	0.172439
555	0.17182
554.5	0.17119
554	0.170614
553.5	0.170038
553	0.169486
552.5	0.168944
552	0.168355
551.5	0.167796
551	0.167267
550.5	0.166764
550	0.16623
549.5	0.165707
549	0.165193
548.5	0.164631
548	0.164119
547.5	0.163617
547	0.163155
546.5	0.16265
546	0.162158
545.5	0.161654
545	0.161169
544.5	0.160723
544	0.160273
543.5	0.159837
543	0.159361
542.5	0.158921
542	0.15847
541.5	0.158048
541	0.157616
540.5	0.1572
540	0.156766
539.5	0.156307
539	0.155914
538.5	0.155524
538	0.155128
537.5	0.154769
537	0.154408
536.5	0.153998
536	0.153618
535.5	0.153229
535	0.152844
534.5	0.152467
534	0.152118
533.5	0.151749
533	0.151346
532.5	0.151017
532	0.150672
531.5	0.15036
531	0.150037
530.5	0.149723
530	0.149432
529.5	0.149137
529	0.148888
528.5	0.148525
528	0.148196
527.5	0.147887
527	0.147551
526.5	0.147215
526	0.146898
525.5	0.146583
525	0.146305
524.5	0.146077
524	0.145813
523.5	0.145543
523	0.145269
522.5	0.145022
522	0.14474
521.5	0.144476
521	0.144157
520.5	0.143889
520	0.143676
519.5	0.143467
519	0.143267
518.5	0.14303
518	0.142785
517.5	0.142536
517	0.142316
516.5	0.142101
516	0.14184
515.5	0.141564
515	0.141271
514.5	0.141014
514	0.140825
513.5	0.140623
513	0.14043
512.5	0.140199
512	0.140023
511.5	0.139869
511	0.139689
510.5	0.139524
510	0.139144
509.5	0.138971
509	0.13873
508.5	0.138563
508	0.138364
507.5	0.138189
507	0.137921
506.5	0.137688
506	0.137459
505.5	0.137277
505	0.137147
504.5	0.136986
504	0.136831
503.5	0.13665
503	0.136516
502.5	0.136391
502	0.136248
501.5	0.136043
501	0.135874
500.5	0.135715
500	0.135564
499.5	0.135451
499	0.13532
498.5	0.135195
498	0.135047
497.5	0.134976
497	0.134848
496.5	0.134756
496	0.134656
495.5	0.134548
495	0.13449
494.5	0.134416
494	0.134341
493.5	0.134206
493	0.134083
492.5	0.133927
492	0.133818
491.5	0.133691
491	0.133602
490.5	0.133541
490	0.133499
489.5	0.133481
489	0.133465
488.5	0.133444
488	0.133385
487.5	0.133338
487	0.133272
486.5	0.133221
486	0.133148
485.5	0.133061
485	0.132994
484.5	0.132944
484	0.13292
483.5	0.132892
483	0.132837
482.5	0.132755
482	0.132749
481.5	0.132707
481	0.132712
480.5	0.132731
480	0.132737
479.5	0.132758
479	0.13277
478.5	0.132764
478	0.132733
477.5	0.132811
477	0.132816
476.5	0.132815
476	0.132802
475.5	0.132797
475	0.132809
474.5	0.132862
474	0.132864
473.5	0.132842
473	0.132839
472.5	0.132867
472	0.132872
471.5	0.132874
471	0.132849
470.5	0.132861
470	0.132881
469.5	0.132897
469	0.13293
468.5	0.13297
468	0.133003
467.5	0.133041
467	0.133071
466.5	0.133065
466	0.133055
465.5	0.133101
465	0.133118
464.5	0.133118
464	0.133126
463.5	0.133176
463	0.133199
462.5	0.133273
462	0.133341
461.5	0.133339
461	0.133329
460.5	0.133353
460	0.133365
459.5	0.133348
459	0.133347
458.5	0.133335
458	0.133294
457.5	0.133296
457	0.133306
456.5	0.133282
456	0.133297
455.5	0.133316
455	0.133326
454.5	0.133269
454	0.133276
453.5	0.133261
453	0.133206
452.5	0.133176
452	0.133107
451.5	0.133
451	0.132948
450.5	0.132911
450	0.132841
449.5	0.132773
449	0.132658
448.5	0.132534
448	0.132438
447.5	0.132331
447	0.132227
446.5	0.132054
446	0.131953
445.5	0.131793
445	0.131599
444.5	0.131452
444	0.131271
443.5	0.131113
443	0.130899
442.5	0.130694
442	0.130473
441.5	0.13025
441	0.130101
440.5	0.129877
440	0.129655
439.5	0.129422
439	0.129245
438.5	0.129058
438	0.128814
437.5	0.128554
437	0.128297
436.5	0.128012
436	0.127787
435.5	0.127452
435	0.127142
434.5	0.126852
434	0.126579
433.5	0.126335
433	0.126075
432.5	0.125861
432	0.125605
431.5	0.125471
431	0.125261
430.5	0.125121
430	0.124967
429.5	0.124795
429	0.124624
428.5	0.124415
428	0.124162
427.5	0.123857
427	0.12355
426.5	0.123249
426	0.122985
425.5	0.122674
425	0.122352
424.5	0.122092
424	0.121854
423.5	0.121598
423	0.121427
422.5	0.121125
422	0.120782
421.5	0.120536
421	0.120257
420.5	0.119915
420	0.119567
419.5	0.119202
419	0.118784
418.5	0.118441
418	0.118113
417.5	0.11769
417	0.117249
416.5	0.116844
416	0.116391
415.5	0.11606
415	0.115689
414.5	0.115275
414	0.114852
413.5	0.114409
413	0.114055
412.5	0.113636
412	0.113228
411.5	0.112722
411	0.11225
410.5	0.111773
410	0.111361
409.5	0.110922
409	0.110498
408.5	0.110111
408	0.109654
407.5	0.109198
407	0.108714
406.5	0.108182
406	0.107702
405.5	0.107246
405	0.106758
404.5	0.106239
404	0.105768
403.5	0.105262
403	0.104802
402.5	0.104343
402	0.103867
401.5	0.103378
401	0.102949
400.5	0.102485
400	0.102043
399.5	0.101609
399	0.101178
398.5	0.100755
398	0.100324
397.5	0.0999047
397	0.0994197
396.5	0.0990381
396	0.0986135
395.5	0.0981939
395	0.0977212
394.5	0.0973203
394	0.0969435
393.5	0.0965733
393	0.0962722
392.5	0.0958826
392	0.0954894
391.5	0.0950632
391	0.0947409
390.5	0.0943541
390	0.0939705
389.5	0.0935819
389	0.0932348
388.5	0.0929296
388	0.0925781
387.5	0.092299
387	0.0919825
386.5	0.0916907
386	0.091352
385.5	0.0910293
385	0.0906724
384.5	0.0903135
384	0.0900449
383.5	0.0897345
383	0.0893909
382.5	0.0890658
382	0.0888363
381.5	0.0885849
381	0.0883158
380.5	0.0880574
380	0.0877667
379.5	0.0875278
379	0.0872595
378.5	0.0869947
378	0.0866778
377.5	0.0864574
377	0.0862401
376.5	0.0860517
376	0.0858208
375.5	0.0856296
375	0.085498
374.5	0.085395
374	0.0852476
373.5	0.0850619
373	0.0848531
372.5	0.0846727
372	0.0845463
371.5	0.0844271
371	0.0843232
370.5	0.08424
370	0.0924247
369.5	0.0923431
369	0.0922315
368.5	0.0921685
368	0.0921993
367.5	0.0921528
367	0.0921662
366.5	0.0922069
366	0.0922378
365.5	0.0923201
365	0.092405
364.5	0.09248
364	0.0924875
363.5	0.0926039
363	0.0926942
362.5	0.0927313
362	0.0928454
361.5	0.0929026
361	0.0929671
360.5	0.0930718
360	0.0930898
359.5	0.0931073
359	0.0932111
358.5	0.0932513
358	0.0932961
357.5	0.0932793
357	0.0932962
356.5	0.0932339
356	0.0932875
355.5	0.0932378
355	0.0932005
354.5	0.0931281
354	0.0931265
353.5	0.09308
353	0.09303
352.5	0.0929188
352	0.0927484
351.5	0.0926585
351	0.0924397
350.5	0.0922888
350	0.0919795



[コメント情報]
試料名	
オペレーター	OJ
所属	
コメント	

[データ情報]
作成日時	2022/03/14 13:42
スタート	1100 nm
エンド	350 nm
データ間隔	0.5 nm
データ数	1501    

[測定情報]
機種名	V-770
シリアル番号	A011561801
測光モード	Abs
UV/Vis バンド幅	2 nm
NIR バンド幅	8 nm
レスポンス	Fast
走査速度	1000 nm/min
光源	自動
光源切換	340 nm
回折格子切換	750 nm
