TITLE	
1005.5	0.0186026
1005	0.0186354
1004.5	0.0186591
1004	0.0186655
1003.5	0.0186985
1003	0.0187407
1002.5	0.0187806
1002	0.0187839
1001.5	0.0187953
1001	0.0188223
1000.5	0.0188502
1000	0.018878
999.5	0.0188898
999	0.0189098
998.5	0.0189065
998	0.0189063
997.5	0.0189016
997	0.0188798
996.5	0.0188595
996	0.018845
995.5	0.0188396
995	0.018826
994.5	0.0188361
994	0.0188559
993.5	0.0188758
993	0.0189123
992.5	0.0189591
992	0.0190076
991.5	0.0190479
991	0.0191275
990.5	0.0191785
990	0.019243
989.5	0.0192851
989	0.0193316
988.5	0.0193391
988	0.0193527
987.5	0.0193617
987	0.0193397
986.5	0.0193011
986	0.0192849
985.5	0.0192834
985	0.0192573
984.5	0.019248
984	0.0192459
983.5	0.0192315
983	0.0192547
982.5	0.0192904
982	0.0193279
981.5	0.019364
981	0.0194044
980.5	0.0194427
980	0.0195098
979.5	0.0195681
979	0.0196253
978.5	0.0196637
978	0.0197241
977.5	0.0197509
977	0.0198137
976.5	0.0198442
976	0.0198527
975.5	0.0198648
975	0.0198667
974.5	0.0198785
974	0.0198613
973.5	0.0198568
973	0.0198803
972.5	0.0198852
972	0.0199241
971.5	0.0199162
971	0.0199452
970.5	0.0199823
970	0.0200451
969.5	0.0201044
969	0.0201335
968.5	0.0201866
968	0.0202544
967.5	0.0203064
967	0.0203674
966.5	0.0204035
966	0.0204606
965.5	0.0204847
965	0.0205399
964.5	0.0205551
964	0.0205502
963.5	0.0205988
963	0.0206093
962.5	0.0205894
962	0.0205736
961.5	0.0205738
961	0.020579
960.5	0.020607
960	0.0206575
959.5	0.0206786
959	0.0207225
958.5	0.0207892
958	0.0208547
957.5	0.020909
957	0.0209897
956.5	0.0210402
956	0.0211083
955.5	0.0211819
955	0.0212521
954.5	0.0213099
954	0.0213631
953.5	0.021405
953	0.0214073
952.5	0.0214211
952	0.0214308
951.5	0.0213984
951	0.0214111
950.5	0.0214244
950	0.0214512
949.5	0.0214694
949	0.0214735
948.5	0.0215005
948	0.0215435
947.5	0.0215807
947	0.0216438
946.5	0.0216766
946	0.0217351
945.5	0.0217945
945	0.0218829
944.5	0.0219231
944	0.0219551
943.5	0.022004
943	0.0220198
942.5	0.0220179
942	0.0220077
941.5	0.021977
941	0.0219887
940.5	0.0220026
940	0.0220203
939.5	0.0220503
939	0.0220623
938.5	0.0221052
938	0.022152
937.5	0.0222006
937	0.02225
936.5	0.022293
936	0.0223476
935.5	0.0223637
935	0.0224266
934.5	0.0224635
934	0.0224737
933.5	0.0225106
933	0.0225315
932.5	0.0225442
932	0.0225473
931.5	0.0225435
931	0.0225407
930.5	0.0225542
930	0.022603
929.5	0.0225921
929	0.0226043
928.5	0.0226329
928	0.0226859
927.5	0.0227287
927	0.0227565
926.5	0.02279
926	0.0228314
925.5	0.022874
925	0.0229429
924.5	0.0229985
924	0.0230531
923.5	0.0231113
923	0.0231622
922.5	0.0231928
922	0.023215
921.5	0.0232542
921	0.0232624
920.5	0.0232492
920	0.0232813
919.5	0.0232965
919	0.0233268
918.5	0.0233336
918	0.0233561
917.5	0.0233861
917	0.0234326
916.5	0.0234856
916	0.0234977
915.5	0.0235218
915	0.0235741
914.5	0.0236353
914	0.0237436
913.5	0.0237714
913	0.023843
912.5	0.0238986
912	0.0239589
911.5	0.0240302
911	0.0240664
910.5	0.024117
910	0.0241541
909.5	0.0242105
909	0.0242462
908.5	0.0242239
908	0.024285
907.5	0.0242829
907	0.0243357
906.5	0.024344
906	0.0243653
905.5	0.0244061
905	0.0244658
904.5	0.024561
904	0.0245925
903.5	0.0246615
903	0.024758
902.5	0.0248378
902	0.0249138
901.5	0.0249805
901	0.0250682
900.5	0.0251214
900	0.0252053
899.5	0.0252452
899	0.0252882
898.5	0.025314
898	0.0253376
897.5	0.02537
897	0.0253906
896.5	0.0254565
896	0.0254956
895.5	0.0255682
895	0.0256541
894.5	0.0257371
894	0.025848
893.5	0.0259203
893	0.0260163
892.5	0.0260613
892	0.0261659
891.5	0.026209
891	0.0262741
890.5	0.0263553
890	0.0264511
889.5	0.026496
889	0.0265332
888.5	0.0265681
888	0.0265955
887.5	0.0266156
887	0.0266418
886.5	0.0266206
886	0.026642
885.5	0.0266803
885	0.026776
884.5	0.0268559
884	0.0269441
883.5	0.0270603
883	0.0271434
882.5	0.0272089
882	0.0273046
881.5	0.0273798
881	0.0274248
880.5	0.0274197
880	0.0274386
879.5	0.0274738
879	0.0275075
878.5	0.0275743
878	0.0275678
877.5	0.0276109
877	0.0276665
876.5	0.0277388
876	0.0278386
875.5	0.0278632
875	0.0279543
874.5	0.0280345
874	0.0281033
873.5	0.028141
873	0.0281736
872.5	0.0282936
872	0.0283659
871.5	0.0283984
871	0.0284712
870.5	0.0284959
870	0.0285376
869.5	0.0285887
869	0.02859
868.5	0.0286158
868	0.028624
867.5	0.0287453
867	0.0288048
866.5	0.0288483
866	0.0289458
865.5	0.0290002
865	0.0291502
864.5	0.0291719
864	0.0292406
863.5	0.0292661
863	0.029267
862.5	0.0293184
862	0.0293609
861.5	0.0294044
861	0.0294722
860.5	0.0295136
860	0.0295834
859.5	0.0296381
859	0.0297155
858.5	0.029766
858	0.0298352
857.5	0.0298994
857	0.0299278
856.5	0.0300205
856	0.0300686
855.5	0.0300997
855	0.0302595
854.5	0.030379
854	0.0304597
853.5	0.0304996
853	0.0306481
852.5	0.0307129
852	0.0308428
851.5	0.0309456
851	0.0308747
850.5	0.030943
850	0.0310232
849.5	0.0311118
849	0.0310879
848.5	0.0311243
848	0.0311615
847.5	0.0312426
847	0.0313604
846.5	0.0314451
846	0.0315179
845.5	0.0316639
845	0.0318128
844.5	0.0318884
844	0.032011
843.5	0.0320359
843	0.0321587
842.5	0.0321784
842	0.0322113
841.5	0.0322448
841	0.0323142
840.5	0.0324404
840	0.0324757
839.5	0.032613
839	0.0327725
838.5	0.0329436
838	0.0330998
837.5	0.0331406
837	0.0332851
836.5	0.033364
836	0.0334893
835.5	0.0335927
835	0.0336283
834.5	0.033688
834	0.0338039
833.5	0.0339524
833	0.0340157
832.5	0.0341707
832	0.0343277
831.5	0.0344076
831	0.0345404
830.5	0.0346579
830	0.0347733
829.5	0.0348746
829	0.0349562
828.5	0.035007
828	0.0350651
827.5	0.035174
827	0.0352433
826.5	0.0352652
826	0.0353014
825.5	0.0353917
825	0.0354812
824.5	0.0355208
824	0.0356351
823.5	0.0357257
823	0.0358018
822.5	0.0359304
822	0.0361053
821.5	0.0361834
821	0.036362
820.5	0.0365012
820	0.0365216
819.5	0.0366484
819	0.036759
818.5	0.0369361
818	0.0369658
817.5	0.0370487
817	0.0370356
816.5	0.0371096
816	0.0373165
815.5	0.0372883
815	0.0374617
814.5	0.0375063
814	0.0376501
813.5	0.0378424
813	0.0379807
812.5	0.0381741
812	0.0382795
811.5	0.0384751
811	0.0385105
810.5	0.0386133
810	0.0387423
809.5	0.0388335
809	0.0389345
808.5	0.0389725
808	0.039027
807.5	0.0391151
807	0.0392689
806.5	0.0393409
806	0.0394574
805.5	0.0395667
805	0.0397459
804.5	0.039935
804	0.0400234
803.5	0.0402119
803	0.0402814
802.5	0.0404452
802	0.0404809
801.5	0.0405897
801	0.0406326
800.5	0.0406562
800	0.0408113
799.5	0.0408595
799	0.0410343
798.5	0.0411857
798	0.0413576
797.5	0.0414942
797	0.0416051
796.5	0.041801
796	0.0419369
795.5	0.0420937
795	0.0421747
794.5	0.0422457
794	0.0423106
793.5	0.0423664
793	0.0425228
792.5	0.0426319
792	0.0427623
791.5	0.0429266
791	0.0430286
790.5	0.043135
790	0.0432758
789.5	0.0434305
789	0.0435965
788.5	0.0436871
788	0.0437745
787.5	0.0438869
787	0.0439419
786.5	0.0440925
786	0.0442543
785.5	0.0444266
785	0.0445143
784.5	0.0446251
784	0.04473
783.5	0.0448391
783	0.045088
782.5	0.045259
782	0.0453594
781.5	0.0454904
781	0.0456084
780.5	0.0457769
780	0.0459521
779.5	0.0460652
779	0.0462021
778.5	0.0463911
778	0.0466414
777.5	0.0467965
777	0.047044
776.5	0.0472531
776	0.0474167
775.5	0.0476293
775	0.0477498
774.5	0.047884
774	0.048061
773.5	0.0481794
773	0.0483295
772.5	0.0484532
772	0.0486796
771.5	0.0488326
771	0.0489586
770.5	0.0491443
770	0.0493056
769.5	0.0496249
769	0.049795
768.5	0.0500042
768	0.0501881
767.5	0.0504102
767	0.0506305
766.5	0.050843
766	0.0509394
765.5	0.0510399
765	0.0512639
764.5	0.0515269
764	0.0516331
763.5	0.0518762
763	0.0521588
762.5	0.0522477
762	0.0525056
761.5	0.0526919
761	0.0528498
760.5	0.0529622
760	0.0532155
759.5	0.0533608
759	0.0535242
758.5	0.0537981
758	0.0540175
757.5	0.0542898
757	0.0544853
756.5	0.0547775
756	0.0550404
755.5	0.0552597
755	0.055488
754.5	0.0558067
754	0.0560315
753.5	0.0562571
753	0.0565072
752.5	0.0567349
752	0.0570214
751.5	0.0572457
751	0.0574708
750.5	0.0576481
750	0.0567568
749.5	0.0569065
749	0.0571411
748.5	0.0574293
748	0.0576403
747.5	0.0578463
747	0.0580248
746.5	0.058265
746	0.0584487
745.5	0.0587295
745	0.0589901
744.5	0.0592261
744	0.0594905
743.5	0.0597434
743	0.0600317
742.5	0.0602734
742	0.0606156
741.5	0.0608715
741	0.0611059
740.5	0.0613394
740	0.0615702
739.5	0.0618813
739	0.0621163
738.5	0.0623979
738	0.0626164
737.5	0.0629408
737	0.0632114
736.5	0.0634671
736	0.0637566
735.5	0.0640381
735	0.0643987
734.5	0.0647243
734	0.065034
733.5	0.0653144
733	0.0655918
732.5	0.0658311
732	0.0660652
731.5	0.0663914
731	0.0667252
730.5	0.0671162
730	0.0674895
729.5	0.0678939
729	0.0682407
728.5	0.0686288
728	0.0689851
727.5	0.0693316
727	0.0696134
726.5	0.0698718
726	0.0701615
725.5	0.0704636
725	0.0708319
724.5	0.0711944
724	0.0715817
723.5	0.0719379
723	0.0723162
722.5	0.07274
722	0.0731322
721.5	0.0735023
721	0.0738323
720.5	0.0741573
720	0.0745349
719.5	0.074957
719	0.0753891
718.5	0.0757748
718	0.0762207
717.5	0.0766619
717	0.0770602
716.5	0.0774608
716	0.0778485
715.5	0.0782169
715	0.0786253
714.5	0.0790729
714	0.0794727
713.5	0.0799164
713	0.0803713
712.5	0.0808376
712	0.0811975
711.5	0.081633
711	0.0820547
710.5	0.0825001
710	0.0828978
709.5	0.0833167
709	0.0837355
708.5	0.0841907
708	0.0847012
707.5	0.0851607
707	0.0855725
706.5	0.0859933
706	0.0864954
705.5	0.0869819
705	0.087497
704.5	0.0879991
704	0.0884909
703.5	0.0889924
703	0.0894759
702.5	0.0899991
702	0.0904692
701.5	0.0909209
701	0.091416
700.5	0.0919113
700	0.0924484
699.5	0.0929706
699	0.0935318
698.5	0.0940166
698	0.0945063
697.5	0.0950276
697	0.09551
696.5	0.0960071
696	0.0965255
695.5	0.0970172
695	0.0975509
694.5	0.0980997
694	0.098676
693.5	0.0992404
693	0.0998462
692.5	0.100433
692	0.100989
691.5	0.10157
691	0.102176
690.5	0.102728
690	0.103323
689.5	0.103877
689	0.10448
688.5	0.105056
688	0.10567
687.5	0.106264
687	0.106875
686.5	0.107494
686	0.108161
685.5	0.108789
685	0.10938
684.5	0.110014
684	0.110657
683.5	0.111301
683	0.111896
682.5	0.112559
682	0.113195
681.5	0.113884
681	0.11449
680.5	0.11511
680	0.115746
679.5	0.116401
679	0.117033
678.5	0.117632
678	0.118239
677.5	0.118881
677	0.11958
676.5	0.120255
676	0.120895
675.5	0.121577
675	0.122211
674.5	0.122872
674	0.123474
673.5	0.124089
673	0.124695
672.5	0.125359
672	0.125993
671.5	0.126588
671	0.1273
670.5	0.12795
670	0.128638
669.5	0.129304
669	0.129997
668.5	0.130679
668	0.131361
667.5	0.131977
667	0.132559
666.5	0.133225
666	0.133885
665.5	0.134547
665	0.135176
664.5	0.13578
664	0.136401
663.5	0.137071
663	0.137725
662.5	0.138348
662	0.138964
661.5	0.139573
661	0.140191
660.5	0.14081
660	0.141439
659.5	0.142068
659	0.142716
658.5	0.143344
658	0.143954
657.5	0.144563
657	0.14517
656.5	0.145717
656	0.146295
655.5	0.146877
655	0.14745
654.5	0.14803
654	0.148569
653.5	0.149152
653	0.149688
652.5	0.15035
652	0.150914
651.5	0.151515
651	0.152048
650.5	0.15259
650	0.153134
649.5	0.153618
649	0.154152
648.5	0.154599
648	0.155112
647.5	0.155542
647	0.156039
646.5	0.156537
646	0.156989
645.5	0.157472
645	0.157906
644.5	0.158322
644	0.158718
643.5	0.159176
643	0.159553
642.5	0.159944
642	0.160382
641.5	0.160757
641	0.161126
640.5	0.161471
640	0.161801
639.5	0.162136
639	0.16249
638.5	0.162846
638	0.163165
637.5	0.163488
637	0.163799
636.5	0.164073
636	0.164322
635.5	0.164548
635	0.16474
634.5	0.164896
634	0.165045
633.5	0.165258
633	0.165451
632.5	0.165697
632	0.165903
631.5	0.16606
631	0.166225
630.5	0.166344
630	0.166494
629.5	0.166571
629	0.166712
628.5	0.166823
628	0.166919
627.5	0.166974
627	0.167027
626.5	0.167048
626	0.167081
625.5	0.167069
625	0.167016
624.5	0.166957
624	0.166943
623.5	0.166969
623	0.166948
622.5	0.166903
622	0.166846
621.5	0.166806
621	0.166695
620.5	0.166626
620	0.166066
619.5	0.166152
619	0.165993
618.5	0.165843
618	0.16572
617.5	0.165573
617	0.165458
616.5	0.165307
616	0.165151
615.5	0.16482
615	0.164637
614.5	0.16449
614	0.164274
613.5	0.164064
613	0.163842
612.5	0.163623
612	0.163307
611.5	0.16304
611	0.162825
610.5	0.162579
610	0.162324
609.5	0.162094
609	0.161835
608.5	0.161616
608	0.161366
607.5	0.161062
607	0.160736
606.5	0.160526
606	0.160319
605.5	0.159957
605	0.159636
604.5	0.159208
604	0.158762
603.5	0.158332
603	0.157946
602.5	0.157458
602	0.156955
601.5	0.156633
601	0.15627
600.5	0.155947
600	0.155617
599.5	0.155247
599	0.154845
598.5	0.154456
598	0.154083
597.5	0.153702
597	0.153338
596.5	0.152935
596	0.152556
595.5	0.152168
595	0.151746
594.5	0.15129
594	0.150865
593.5	0.150419
593	0.149982
592.5	0.149574
592	0.149149
591.5	0.148756
591	0.148355
590.5	0.147978
590	0.147567
589.5	0.147145
589	0.146727
588.5	0.146281
588	0.145861
587.5	0.145419
587	0.144995
586.5	0.144526
586	0.14407
585.5	0.143633
585	0.14318
584.5	0.142766
584	0.142351
583.5	0.141953
583	0.141538
582.5	0.14111
582	0.140672
581.5	0.140256
581	0.139821
580.5	0.139403
580	0.139014
579.5	0.138584
579	0.13817
578.5	0.137804
578	0.137426
577.5	0.136993
577	0.136566
576.5	0.136104
576	0.135662
575.5	0.135224
575	0.134811
574.5	0.134381
574	0.133955
573.5	0.133574
573	0.133184
572.5	0.132776
572	0.132332
571.5	0.131919
571	0.131501
570.5	0.131062
570	0.13065
569.5	0.130235
569	0.129856
568.5	0.129491
568	0.129139
567.5	0.128763
567	0.128354
566.5	0.127967
566	0.127546
565.5	0.127125
565	0.126656
564.5	0.126236
564	0.125807
563.5	0.125261
563	0.124865
562.5	0.124483
562	0.124091
561.5	0.123727
561	0.123341
560.5	0.122931
560	0.12251
559.5	0.122222
559	0.121805
558.5	0.121398
558	0.121
557.5	0.120553
557	0.120162
556.5	0.119811
556	0.119426
555.5	0.119038
555	0.118629
554.5	0.118198
554	0.117796
553.5	0.117383
553	0.11697
552.5	0.116509
552	0.116117
551.5	0.11573
551	0.115349
550.5	0.114984
550	0.114594
549.5	0.114229
549	0.113871
548.5	0.113462
548	0.113047
547.5	0.112635
547	0.112265
546.5	0.111869
546	0.111476
545.5	0.11107
545	0.110654
544.5	0.110309
544	0.109934
543.5	0.109552
543	0.109104
542.5	0.108705
542	0.108295
541.5	0.107921
541	0.10751
540.5	0.107099
540	0.106695
539.5	0.106346
539	0.106039
538.5	0.105683
538	0.10529
537.5	0.104898
537	0.104568
536.5	0.104209
536	0.10388
535.5	0.103488
535	0.103121
534.5	0.102737
534	0.102409
533.5	0.102036
533	0.101626
532.5	0.101289
532	0.100912
531.5	0.100545
531	0.100207
530.5	0.0998718
530	0.0995472
529.5	0.0992621
529	0.0989994
528.5	0.0986449
528	0.0982999
527.5	0.0979499
527	0.0975917
526.5	0.097241
526	0.0968994
525.5	0.0965223
525	0.0962068
524.5	0.0958903
524	0.0955757
523.5	0.0952783
523	0.0949418
522.5	0.0946597
522	0.0943607
521.5	0.0940747
521	0.0937244
520.5	0.093427
520	0.0931442
519.5	0.0928927
519	0.0926163
518.5	0.0923197
518	0.0920075
517.5	0.0916862
517	0.0913682
516.5	0.09106
516	0.0907571
515.5	0.0904442
515	0.090135
514.5	0.0898444
514	0.0895915
513.5	0.089347
513	0.0891
512.5	0.0888267
512	0.0885866
511.5	0.0883464
511	0.088086
510.5	0.0878444
510	0.087757
509.5	0.0875613
509	0.0872987
508.5	0.0870406
508	0.0867587
507.5	0.0864773
507	0.0862015
506.5	0.0859163
506	0.0856527
505.5	0.0853487
505	0.0850897
504.5	0.0848474
504	0.0846117
503.5	0.084435
503	0.0841927
502.5	0.0839535
502	0.0836979
501.5	0.0834316
501	0.0831727
500.5	0.0829355
500	0.0826964
499.5	0.0824689
499	0.0822513
498.5	0.0820528
498	0.0818278
497.5	0.0817097
497	0.0815109
496.5	0.0812867
496	0.0810914
495.5	0.080878
495	0.0807101
494.5	0.0805392
494	0.0803064
493.5	0.080049
493	0.0798612
492.5	0.0796675
492	0.0794882
491.5	0.0792627
491	0.0791029
490.5	0.0789296
490	0.0788266
489.5	0.0786683
489	0.078523
488.5	0.0783848
488	0.0782117
487.5	0.0780857
487	0.0778814
486.5	0.077739
486	0.0775857
485.5	0.0774129
485	0.0772763
484.5	0.0771261
484	0.0769897
483.5	0.0768403
483	0.0766892
482.5	0.0765109
482	0.0763875
481.5	0.0762972
481	0.0761934
480.5	0.0760844
480	0.0760017
479.5	0.0759204
479	0.075844
478.5	0.0757821
478	0.0756721
477.5	0.0756114
477	0.0754952
476.5	0.0754256
476	0.075334
475.5	0.0752556
475	0.0752129
474.5	0.0751299
474	0.0750713
473.5	0.0749893
473	0.0749376
472.5	0.0748916
472	0.0748186
471.5	0.0747142
471	0.0745988
470.5	0.0745253
470	0.074472
469.5	0.0743978
469	0.074338
468.5	0.0742785
468	0.074242
467.5	0.0741853
467	0.0741338
466.5	0.0740845
466	0.0740101
465.5	0.0739576
465	0.0739039
464.5	0.0738458
464	0.0737969
463.5	0.0737907
463	0.0737855
462.5	0.0737464
462	0.0737496
461.5	0.0737277
461	0.0737207
460.5	0.0736827
460	0.0736437
459.5	0.0736263
459	0.0736009
458.5	0.0735967
458	0.073507
457.5	0.0734715
457	0.0734282
456.5	0.0733977
456	0.0734091
455.5	0.0733866
455	0.0733705
454.5	0.073322
454	0.073325
453.5	0.0732686
453	0.0732155
452.5	0.073168
452	0.0731235
451.5	0.0730283
451	0.0729401
450.5	0.0729102
450	0.072961
449.5	0.072889
449	0.0728392
448.5	0.0727752
448	0.0726668
447.5	0.0725678
447	0.0724752
446.5	0.0723404
446	0.0722784
445.5	0.0721385
445	0.0719257
444.5	0.071763
444	0.0715961
443.5	0.0714554
443	0.07127
442.5	0.0710719
442	0.0708967
441.5	0.0707423
441	0.0706284
440.5	0.0704415
440	0.0703008
439.5	0.0701012
439	0.069938
438.5	0.0698129
438	0.0696369
437.5	0.0694205
437	0.069185
436.5	0.0689589
436	0.0687819
435.5	0.0685564
435	0.0683384
434.5	0.0680868
434	0.0678603
433.5	0.0676425
433	0.0674481
432.5	0.0672821
432	0.0670886
431.5	0.0669353
431	0.0667967
430.5	0.0666896
430	0.0665706
429.5	0.0664203
429	0.0662722
428.5	0.0660327
428	0.0657609
427.5	0.0654673
427	0.0651287
426.5	0.0648084
426	0.0644805
425.5	0.0641948
425	0.06387
424.5	0.0636328
424	0.0634041
423.5	0.0631891
423	0.0630342
422.5	0.0628242
422	0.0625671
421.5	0.0623382
421	0.0621149
420.5	0.0618721
420	0.0615865
419.5	0.0612946
419	0.060946
418.5	0.0606428
418	0.0603999
417.5	0.0601058
417	0.0597856
416.5	0.0594335
416	0.0591085
415.5	0.0588382
415	0.0585821
414.5	0.0582932
414	0.0579469
413.5	0.0576268
413	0.0573835
412.5	0.0571127
412	0.0567901
411.5	0.056421
411	0.0560409
410.5	0.055656
410	0.0553547
409.5	0.0550336
409	0.0547353
408.5	0.054396
408	0.0540631
407.5	0.0537072
407	0.0533872
406.5	0.0529825
406	0.0526125
405.5	0.0523096
405	0.0519527
404.5	0.0516184
404	0.0512346
403.5	0.0508757
403	0.0505057
402.5	0.0501651
402	0.0498669
401.5	0.0495162
401	0.0491762
400.5	0.0488133
400	0.0485128
399.5	0.0482138
399	0.0478814
398.5	0.0475977
398	0.047241
397.5	0.0469538
397	0.0466619
396.5	0.0463763
396	0.0460878
395.5	0.0457772
395	0.0454624
394.5	0.0451549
394	0.0448948
393.5	0.0445863
393	0.0442899
392.5	0.0440201
392	0.0437141
391.5	0.0434346
391	0.0431962
390.5	0.0429381
390	0.0426625
389.5	0.0423874
389	0.0421434
388.5	0.041934
388	0.0416633
387.5	0.041425
387	0.041161
386.5	0.040945
386	0.0407426
385.5	0.0405238
385	0.0402722
384.5	0.040004
384	0.0398092
383.5	0.0395983
383	0.0394008
382.5	0.0391298
382	0.0389109
381.5	0.0387078
381	0.0384739
380.5	0.0383101
380	0.0380893
379.5	0.0379027
379	0.0377048
378.5	0.0375315
378	0.0373025
377.5	0.0371071
377	0.0369679
376.5	0.0367835
376	0.0366615
375.5	0.0365663
375	0.0363692
374.5	0.0362757
374	0.0361441
373.5	0.0360163
373	0.0359077
372.5	0.0357618
372	0.0356069
371.5	0.0354674
371	0.0355337
370.5	0.0354311
370	0.0350982
369.5	0.0349918
369	0.0349947
368.5	0.0348754
368	0.0348369
367.5	0.0348197
367	0.0347774
366.5	0.0347557
366	0.0347367
365.5	0.0347623
365	0.0347406
364.5	0.034804
364	0.0349084
363.5	0.0349422
363	0.0350934
362.5	0.0351117
362	0.0351657
361.5	0.0352266
361	0.0352997
360.5	0.0353747
360	0.0354421
359.5	0.0355513
359	0.0355889
358.5	0.0355663
358	0.0355821
357.5	0.0355512
357	0.0355293
356.5	0.0354723
356	0.0354602
355.5	0.0353912
355	0.0353724
354.5	0.0353651
354	0.0353922
353.5	0.0353706
353	0.0354037
352.5	0.0353344
352	0.0352713
351.5	0.0352681
351	0.0352216
350.5	0.0351415
350	0.0349215



[コメント情報]
試料名	
オペレーター	OJ
所属	
コメント	

[データ情報]
作成日時	2022/03/14 13:38
スタート	1100 nm
エンド	350 nm
データ間隔	0.5 nm
データ数	1501    

[測定情報]
機種名	V-770
シリアル番号	A011561801
測光モード	Abs
UV/Vis バンド幅	2 nm
NIR バンド幅	8 nm
レスポンス	Fast
走査速度	1000 nm/min
光源	自動
光源切換	340 nm
回折格子切換	750 nm
